EXPIRY_DT,STRIKE_PR,CLOSE
2030-06-25,27000.0,6972.5
2029-12-24,33000.0,3816.05
2029-12-24,30000.0,3400.0
2029-12-24,21000.0,9463.95
2026-06-30,21000.0,4888.35
2026-03-30,25700.0,314.25
2026-03-02,23750.0,1681.2
2026-03-02,24200.0,1308.7
2026-03-02,24300.0,1209.05
2026-03-02,24600.0,928.4
2026-03-02,25400.0,212.7
2026-03-02,25500.0,152.05
2026-03-02,26550.0,3.45
2026-03-02,26850.0,1.9
2026-03-02,27400.0,1.35
2026-03-10,24450.0,1049.95
2026-03-10,25200.0,461.55
2026-03-10,26050.0,55.2
2026-03-10,26200.0,33.25
2026-03-10,26600.0,9.4
2026-03-10,26650.0,8.35
2026-03-10,27050.0,3.95
2026-03-10,27650.0,2.15
2026-03-17,23650.0,2436.4
2026-03-17,23750.0,2338.5
2026-03-17,24050.0,2047.6
2026-03-17,24200.0,1904.35
2026-03-17,24700.0,1094.85
2026-03-17,25200.0,529.65
2026-03-17,25500.0,329.5
2026-03-17,25800.0,178.85
2026-03-17,27150.0,6.3
2026-03-17,27500.0,4.2
2026-03-24,23800.0,2086.75
2026-03-24,23950.0,1942.85
2026-03-24,24000.0,1895.25
2026-03-24,24050.0,1847.9
2026-03-24,24800.0,1177.9
2026-03-24,25150.0,617.75
2026-03-24,25500.0,387.8
2026-03-24,26550.0,201.25
2026-03-30,19000.0,6560.0
2026-03-30,23300.0,2256.2
2026-03-30,23600.0,1968.1
2026-03-30,24200.0,1465.0
2026-03-30,25650.0,341.0
2030-12-31,27000.0,6772.8
2030-12-31,18000.0,12674.15
2028-12-26,22500.0,7382.9
2028-12-26,19500.0,9716.4
2028-12-26,18000.0,9380.3
2028-06-27,28500.0,2990.0
2027-06-29,31500.0,769.15
2027-06-29,22500.0,5539.6
2026-12-29,31000.0,112.8
2026-12-29,23000.0,4000.0
2026-03-10,27200.0,3.2
2026-03-10,26950.0,4.65
2026-03-17,25150.0,572.55
2026-03-17,26050.0,97.1
2026-03-17,26250.0,55.0
2026-03-17,26400.0,35.35
2026-03-17,26650.0,16.9
2026-03-17,26900.0,9.6
2026-03-17,27200.0,5.55
2026-03-17,27550.0,3.65
2026-03-24,24250.0,1661.1
2026-03-24,24400.0,1524.25
2026-03-24,24600.0,1347.25
2026-03-24,25100.0,638.65
2026-03-24,25550.0,355.4
2026-03-30,23100.0,2613.6
2026-03-30,24500.0,1197.9
2026-03-30,24600.0,1113.55
2026-03-30,24650.0,1045.0
2026-03-30,24750.0,985.6
2026-03-30,24950.0,805.05
2026-03-30,25600.0,369.2
2026-03-30,26300.0,92.85
2026-03-30,27450.0,8.75
2026-03-30,27850.0,6.0
2026-03-30,31000.0,1.95
2026-04-28,24300.0,1522.8
2026-04-28,25100.0,920.5
2026-04-28,25550.0,605.0
2026-04-28,25750.0,502.4
2026-04-28,26300.0,245.4
2026-04-28,26800.0,109.7
2026-04-28,27200.0,177.7
2026-04-28,27250.0,169.3
2026-05-26,23700.0,2208.65
2026-05-26,23800.0,2122.5
2026-05-26,24250.0,1751.25
2026-05-26,24300.0,1711.8
2026-05-26,24950.0,1238.45
2026-05-26,25650.0,822.15
2026-05-26,26750.0,375.35
2026-05-26,27150.0,271.35
2026-06-30,12000.0,8690.0
2026-06-30,31500.0,12.0
2026-09-29,18000.0,7684.05
2026-09-29,27000.0,682.1
2026-12-29,22500.0,4860.75
2026-12-29,27000.0,1082.15
2027-06-29,19000.0,7800.0
