EXPIRY_DT,STRIKE_PR,CLOSE
2026-04-13,21350.0,1688.95
2026-04-13,21750.0,2219.85
2026-04-13,22000.0,2055.8
2026-04-13,22400.0,1655.95
2026-04-13,22650.0,1404.35
2026-04-13,22800.0,1246.7
2026-04-13,23050.0,1006.05
2026-04-13,23800.0,307.95
2026-04-13,24200.0,76.7
2026-04-13,24300.0,48.25
2026-04-13,25000.0,2.55
2026-04-13,25850.0,0.6
2026-04-21,20500.0,3530.0
2026-04-21,20750.0,2971.0
2026-04-21,21200.0,2526.15
2026-04-21,21350.0,2378.7
2026-04-21,21550.0,2183.3
2026-04-21,21750.0,1192.7
2026-04-21,22250.0,1780.0
2026-04-21,23100.0,1022.3
2026-04-21,23500.0,678.4
2026-04-21,23900.0,390.35
2026-04-21,24050.0,306.05
2026-04-21,24150.0,252.1
2026-04-21,25300.0,11.25
2026-04-21,25600.0,4.55
2026-04-21,25750.0,2.9
2026-04-21,25800.0,2.45
2026-04-28,20550.0,2277.2
2026-04-28,21150.0,2030.3
2026-04-28,22100.0,2011.3
2026-04-28,23000.0,1201.55
2026-04-28,23450.0,819.7
2026-04-28,23850.0,531.45
2026-04-28,24500.0,185.9
2026-04-28,27200.0,2.85
2026-04-28,27550.0,2.65
2026-04-28,27600.0,2.5
2026-05-05,20250.0,2832.3
2026-05-05,21050.0,2058.25
2026-05-05,21300.0,1825.3
2026-05-05,21750.0,1426.2
2026-05-05,21850.0,1342.1
2026-05-05,22900.0,1235.15
2026-05-05,23050.0,1177.6
2026-05-05,23550.0,829.7
2026-05-05,25000.0,104.6
2026-05-12,21550.0,1741.5
2026-05-12,22200.0,1177.45
2026-05-12,22300.0,1098.3
2026-05-12,22450.0,985.1
2026-05-12,22800.0,742.5
2026-05-12,23250.0,488.2
2026-05-12,24050.0,194.6
2026-05-12,24150.0,170.85
2026-05-12,24400.0,356.5
2026-05-12,24850.0,61.35
2026-05-12,24950.0,135.0
2026-05-12,25300.0,28.75
2026-05-12,26150.0,20.85
2026-05-26,20700.0,2504.8
2026-05-26,21400.0,2063.05
2026-05-26,22400.0,1920.0
2026-05-26,23700.0,916.75
2026-05-26,24050.0,686.8
2026-05-26,25150.0,183.85
2026-05-26,25950.0,51.05
2026-05-26,26200.0,37.55
2026-05-26,26550.0,27.8
2026-05-26,26750.0,21.35
2026-06-30,20150.0,2601.2
2026-06-30,20800.0,2035.95
2026-06-30,20850.0,1994.55
2026-06-30,21500.0,2265.0
2026-06-30,21600.0,1606.75
2026-06-30,23450.0,1180.05
2026-06-30,25100.0,367.45
2026-06-30,25400.0,266.2
2026-06-30,26100.0,117.55
2026-06-30,34500.0,2.05
2026-12-29,22500.0,2860.0
2026-12-29,24000.0,1887.8
2026-12-29,26000.0,750.6
2026-12-29,28000.0,214.5
2026-12-29,31500.0,43.95
2026-12-29,34500.0,89.2
2027-06-29,15000.0,5367.85
2027-06-29,18000.0,4066.45
2027-06-29,28500.0,1711.9
2027-12-28,22500.0,6183.0
2027-12-28,25000.0,2904.95
2027-12-28,33000.0,292.0
2028-06-27,18000.0,6809.35
2028-12-26,34500.0,1432.8
2030-06-25,30000.0,5580.35
2030-06-25,33000.0,4416.45
2030-06-25,34500.0,2879.05
2030-12-31,19500.0,11601.15
2030-12-31,21000.0,10552.5
2030-12-31,15000.0,14862.95
2029-12-24,34500.0,2377.55
2026-05-26,25750.0,70.45
2026-04-13,20600.0,2010.0
2026-04-13,21250.0,1600.0
2026-04-13,22200.0,1844.1
2026-04-13,23100.0,960.0
2026-04-13,23250.0,810.8
2026-04-13,23400.0,667.55
2026-04-13,23450.0,616.65
2026-04-13,24650.0,9.3
2026-04-13,24800.0,4.7
2026-04-13,24850.0,3.95
2026-04-13,25050.0,1.95
2026-04-13,25100.0,1.8
2026-04-13,25400.0,0.9
2026-04-21,20250.0,3467.1
2026-04-21,20550.0,3169.35
2026-04-21,20950.0,2772.95
2026-04-21,21050.0,2674.1
2026-04-21,22300.0,1791.2
2026-04-21,22500.0,1589.95
2026-04-21,22800.0,1300.75
2026-04-21,23650.0,568.4
2026-04-21,24100.0,278.5
2026-04-21,24400.0,144.1
2026-04-21,24500.0,112.0
2026-04-21,25100.0,20.45
2026-04-21,26050.0,1.35
2026-04-28,20950.0,2330.05
2026-04-28,21050.0,2232.9
2026-04-28,21550.0,2415.9
2026-04-28,21650.0,2340.1
2026-04-28,21700.0,2177.7
2026-04-28,22450.0,1626.35
2026-04-28,23250.0,982.95
2026-04-28,24000.0,432.6
2026-04-28,24400.0,226.25
2026-04-28,24950.0,66.7
2026-05-05,20700.0,2393.05
2026-05-05,20850.0,2248.55
2026-05-05,21950.0,1260.05
2026-05-05,22800.0,663.95
2026-05-05,24850.0,137.7
2026-05-05,26150.0,14.7
2026-05-12,25950.0,8.4
2026-05-26,20150.0,2854.1
2026-05-26,20200.0,2489.35
2026-05-26,20500.0,2735.8
2026-05-26,22800.0,1581.0
2026-05-26,23150.0,1394.55
2026-05-26,23300.0,1205.4
2026-05-26,24150.0,626.95
2026-05-26,25000.0,228.35
2026-05-26,25500.0,105.55
2026-05-26,25850.0,60.35
2026-05-26,26700.0,21.25
2026-06-30,20250.0,2511.35
2026-06-30,20700.0,2119.75
2026-06-30,22550.0,1950.25
2026-06-30,23600.0,1176.05
2026-06-30,24000.0,945.15
2026-06-30,24450.0,674.55
2026-06-30,24800.0,504.2
2026-06-30,25750.0,176.15
2026-09-29,26000.0,422.55
2026-12-29,25000.0,1256.15
2027-06-29,16500.0,10867.2
2027-06-29,19000.0,7800.0
2027-06-29,19500.0,8143.4
2027-06-29,31500.0,769.15
2027-12-28,18000.0,6285.7
2027-12-28,26000.0,2212.8
2028-06-27,16500.0,11752.8
2028-12-26,31500.0,2327.6
2029-06-26,28500.0,4213.3
2029-06-26,31500.0,2878.65
2029-12-24,24000.0,7730.0
2030-06-25,19500.0,11140.25
2030-06-25,22500.0,9012.4
2030-06-25,31500.0,3984.8
2030-12-31,31500.0,4554.55
