EXPIRY_DT,STRIKE_PR,CLOSE
2026-03-17,25950.0,1.3
2026-03-17,25900.0,1.3
2026-03-17,25300.0,3.55
2026-03-17,24000.0,109.65
2026-03-17,23850.0,164.45
2026-03-17,23550.0,320.8
2026-03-17,23300.0,496.85
2026-03-17,23150.0,616.0
2026-03-17,22100.0,3972.1
2026-04-07,24500.0,202.65
2026-04-07,24100.0,354.95
2026-04-07,23600.0,628.15
2026-04-07,23400.0,1647.15
2026-04-07,23050.0,1192.8
2026-04-07,22900.0,1315.75
2026-04-07,22650.0,1512.0
2026-04-07,21800.0,2567.55
2026-04-07,21600.0,2757.8
2026-04-07,21550.0,2805.85
2026-03-30,28000.0,2.85
2026-03-30,27550.0,4.3
2026-03-30,27250.0,5.25
2026-03-30,25900.0,12.6
2026-03-30,25500.0,20.0
2026-03-30,25400.0,23.1
2026-03-17,22050.0,4021.75
2026-03-17,22600.0,1098.1
2026-03-17,22950.0,784.15
2026-03-17,23350.0,457.1
2026-03-17,23400.0,421.65
2026-03-17,23900.0,144.25
2026-03-17,24600.0,19.2
2026-03-17,24800.0,11.0
2026-03-17,25250.0,3.95
2026-03-17,26100.0,1.2
2026-03-17,26350.0,1.15
2026-03-17,26700.0,1.0
2026-03-17,27400.0,0.8
2026-03-24,21750.0,2200.4
2026-03-24,22400.0,1639.45
2026-03-24,22750.0,1096.25
2026-03-24,23650.0,416.0
2026-03-24,23700.0,386.0
2026-03-24,24650.0,57.4
2026-03-24,24750.0,45.7
2026-03-24,24900.0,32.05
2026-03-24,24950.0,29.25
2026-03-24,25650.0,9.55
2026-03-24,26300.0,5.05
2026-03-24,26650.0,3.9
2026-03-24,27150.0,2.7
2026-03-24,27350.0,2.65
2026-03-30,21900.0,2110.45
2026-03-30,22550.0,1365.5
2026-03-30,22600.0,1300.0
2026-03-30,24250.0,214.2
2026-03-30,25250.0,29.6
2026-03-30,25300.0,27.05
2030-12-31,34500.0,3406.35
2030-06-25,18000.0,12423.9
2029-12-24,25500.0,6500.6
2029-06-26,22500.0,7946.5
2029-06-26,21000.0,9799.75
2029-06-26,19500.0,10206.95
2027-12-28,25500.0,4013.5
2027-06-29,25500.0,3312.45
2026-12-29,34500.0,89.2
2026-12-29,19500.0,7586.85
2026-09-29,33000.0,20.9
2026-09-29,30000.0,49.2
2026-09-29,25500.0,640.0
2026-09-29,22500.0,4506.85
2026-06-30,22500.0,2079.0
2026-06-30,19500.0,4700.0
2026-05-26,26900.0,46.35
2026-05-26,26700.0,51.5
2026-05-26,25150.0,296.1
2026-05-26,24450.0,545.0
2026-05-26,23250.0,1326.55
2026-05-26,22900.0,2932.95
2026-05-26,22700.0,1996.0
2026-05-26,22550.0,3263.9
2026-05-26,22450.0,3359.5
2026-05-26,22350.0,3455.5
2026-05-26,22300.0,3503.6
2026-05-26,22250.0,3551.8
2026-05-26,22100.0,3696.8
2026-05-26,21900.0,3890.95
2026-04-28,27300.0,15.65
2026-04-28,27100.0,16.35
2026-04-28,25650.0,82.85
2026-04-28,24900.0,230.5
2026-04-28,24750.0,276.3
2026-04-28,24650.0,318.15
2026-04-28,24450.0,397.95
2026-04-28,24350.0,442.2
2026-04-28,23400.0,976.75
2026-04-28,23250.0,1242.75
2026-04-28,23100.0,1213.45
2026-04-28,21550.0,3958.7
2026-04-13,24150.0,578.5
2026-04-13,23400.0,1109.5
2026-04-13,22650.0,1776.8
2026-04-13,22550.0,1871.7
2026-04-13,21650.0,2750.9
2026-04-07,25800.0,25.45
2026-04-07,25650.0,30.1
2026-04-07,24550.0,191.1
2026-04-28,23850.0,698.8
2030-12-31,27000.0,6772.8
2030-12-31,18000.0,12674.15
2028-12-26,22500.0,7382.9
2028-12-26,19500.0,9716.4
2028-12-26,18000.0,9380.3
2028-06-27,28500.0,2990.0
2027-06-29,31500.0,769.15
2027-06-29,22500.0,5539.6
2026-12-29,31000.0,73.35
2026-12-29,23000.0,2501.1
2026-12-29,20000.0,4855.0
2026-06-30,21000.0,3206.55
2026-05-26,27000.0,40.1
2026-05-26,26850.0,59.15
2026-05-26,26800.0,51.0
2026-05-26,26350.0,76.8
2026-05-26,26150.0,95.6
2026-05-26,26050.0,110.6
2026-05-26,25500.0,203.5
2026-05-26,24650.0,470.65
2026-05-26,23950.0,829.25
2026-05-26,23450.0,1127.25
2026-05-26,22650.0,3168.75
2026-05-26,21650.0,4134.6
2026-04-28,25350.0,127.65
2026-04-28,25200.0,153.65
2026-04-28,24150.0,539.3
2026-04-28,23750.0,755.75
2026-04-28,23150.0,1204.2
2026-04-28,22850.0,1554.55
2026-04-28,22300.0,3230.85
2026-04-13,25200.0,158.0
2026-04-13,24350.0,468.85
2026-04-13,24000.0,472.0
2026-04-13,23950.0,702.4
2026-04-13,23800.0,574.25
2026-04-13,23000.0,1453.7
2026-04-13,22200.0,2209.65
2026-04-07,25550.0,34.95
2026-04-07,25450.0,39.9
2026-04-07,24400.0,237.45
2026-04-07,23000.0,1097.9
2026-04-07,22750.0,1440.1
2026-04-07,22700.0,1481.35
2026-04-07,22500.0,1657.8
2026-04-07,22250.0,2143.85
2026-04-07,21850.0,2401.2
2026-04-07,21650.0,2710.15
2026-03-30,27350.0,4.8
2026-03-30,25700.0,15.6
2026-03-30,25650.0,16.1
2026-03-30,24200.0,234.65
2026-03-30,23600.0,545.15
2026-03-30,23300.0,745.1
2026-03-30,19000.0,4698.05
2026-03-24,26550.0,4.4
2026-03-24,25500.0,11.1
2026-03-24,25150.0,19.65
