EXPIRY_DT,STRIKE_PR,CLOSE
2026-03-30,23150.0,2172.25
2026-03-30,22000.0,3821.6
2026-03-24,27450.0,9.55
2026-03-24,27200.0,75.9
2026-03-24,25700.0,420.85
2026-03-24,25300.0,716.2
2026-03-24,24300.0,1615.1
2026-03-17,27700.0,5.65
2026-03-17,27100.0,12.15
2026-03-17,27050.0,135.5
2026-03-17,26300.0,102.3
2026-03-10,26850.0,11.4
2026-03-10,26300.0,59.35
2026-03-10,26000.0,149.05
2026-03-10,25600.0,365.95
2026-03-10,25100.0,750.8
2026-03-10,24750.0,1052.65
2026-03-10,24600.0,1200.0
2026-03-10,24250.0,1523.15
2026-03-02,27000.0,3.75
2026-03-02,26700.0,6.7
2026-03-02,26350.0,17.65
2026-03-02,26150.0,40.6
2026-03-02,25750.0,179.2
2026-03-02,24850.0,901.55
2026-03-02,24050.0,1662.05
2026-03-30,24050.0,1739.3
2026-03-30,24700.0,1255.1
2026-03-30,24800.0,1157.4
2026-03-30,25000.0,986.35
2026-03-30,26350.0,148.35
2026-03-30,26750.0,58.35
2026-03-30,26800.0,51.0
2026-03-30,28050.0,6.95
2026-04-28,23300.0,2710.45
2026-04-28,23650.0,2373.35
2026-04-28,25800.0,609.5
2026-04-28,26050.0,445.45
2026-04-28,26200.0,384.95
2026-04-28,26350.0,307.45
2026-04-28,27350.0,65.75
2026-06-30,23000.0,3260.65
2026-06-30,25000.0,1558.8
2026-12-29,19000.0,6955.0
2026-12-29,30000.0,230.35
2028-06-27,25500.0,4676.6
2028-06-27,33000.0,2004.15
2028-12-26,28500.0,3608.65
2029-06-26,30000.0,5268.4
2029-12-24,31500.0,3429.3
2026-03-02,23850.0,1868.0
2026-03-02,23150.0,2581.8
2026-02-24,27650.0,0.9
2026-02-24,27050.0,1.25
2026-02-24,26900.0,1.3
2026-02-24,26450.0,2.15
2026-02-24,25150.0,566.75
2026-02-24,24900.0,816.2
2030-06-25,24000.0,8591.55
2026-03-30,23950.0,1727.4
2026-03-30,23500.0,2361.0
2026-03-24,26450.0,230.05
2026-03-24,25250.0,721.65
2026-03-24,24450.0,1479.35
2026-03-24,23750.0,2135.05
2026-03-17,27450.0,72.6
2026-03-17,26550.0,49.75
2026-03-17,25600.0,436.75
2026-03-17,24500.0,1290.0
2026-03-17,24100.0,1999.65
2026-03-17,23950.0,2144.05
2026-03-17,23700.0,2387.4
2026-03-10,27100.0,7.15
2026-03-10,26550.0,24.85
2026-03-10,26100.0,113.35
2026-03-10,24050.0,1719.4
2026-03-10,23800.0,1963.9
2026-03-02,27450.0,1.55
2030-12-31,33000.0,3948.25
2030-12-31,31500.0,4554.55
2029-12-24,27000.0,6201.65
2029-12-24,24000.0,7730.0
2029-06-26,33000.0,4179.45
2029-06-26,28500.0,4213.3
2027-12-28,34500.0,619.2
2027-12-28,26000.0,3010.0
2026-12-29,25500.0,2141.35
2026-12-29,21000.0,5800.0
2026-09-29,31500.0,173.65
2026-09-29,21000.0,4967.05
2026-06-30,34500.0,4.25
2026-06-30,30000.0,24.45
2026-04-28,27700.0,37.6
2026-04-28,26600.0,221.55
2026-04-28,26000.0,495.3
2026-04-28,24550.0,1566.7
2026-04-28,24500.0,1592.55
2026-04-28,24050.0,1998.45
2026-04-28,23450.0,2544.85
2026-02-24,23650.0,2008.0
2026-02-24,24150.0,1591.6
2026-02-24,24850.0,857.7
2026-02-24,26950.0,1.3
2026-02-24,27300.0,1.15
2026-02-24,27400.0,1.0
2026-02-24,27500.0,0.9
2026-02-24,27750.0,0.8
2026-02-24,27900.0,0.8
2026-03-02,25150.0,633.95
2026-03-02,25700.0,207.5
2026-03-02,26750.0,5.85
2026-03-30,27400.0,14.0
2026-03-30,27050.0,28.55
2026-03-30,26850.0,45.75
2026-03-30,26050.0,267.75
2026-03-30,25100.0,907.7
2026-03-30,24900.0,1080.0
2026-03-30,23750.0,2158.7
2026-03-24,27100.0,89.3
