EXPIRY_DT,STRIKE_PR,CLOSE
2026-04-28,20500.0,3428.55
2026-04-28,22000.0,1925.1
2030-12-31,16500.0,13763.55
2030-06-25,27000.0,6972.5
2030-06-25,25500.0,7070.45
2029-12-24,28500.0,4802.1
2029-06-26,27000.0,6570.4
2029-06-26,25500.0,5917.35
2028-06-27,22500.0,6796.05
2027-12-28,19500.0,8684.7
2027-03-30,19500.0,4365.4
2026-12-29,33000.0,28.7
2026-12-29,27000.0,410.05
2026-09-29,25500.0,565.8
2026-09-29,24000.0,1354.6
2026-06-30,25700.0,147.8
2026-06-30,25550.0,183.0
2026-06-30,24500.0,542.7
2026-06-30,24100.0,741.95
2026-06-30,23350.0,1369.6
2026-06-30,23000.0,1489.85
2026-06-30,22950.0,1537.95
2026-06-30,22750.0,1699.15
2026-06-30,22300.0,2073.35
2026-06-30,21900.0,1369.6
2026-06-30,21350.0,1777.65
2026-06-30,21100.0,1792.85
2026-06-30,20600.0,3500.0
2026-06-02,26350.0,112.5
2026-06-02,25350.0,336.6
2026-06-02,25300.0,353.3
2026-06-02,25000.0,191.25
2026-06-02,24700.0,265.05
2026-06-02,24500.0,374.9
2026-06-02,24200.0,495.0
2026-06-02,23850.0,1120.95
2026-06-02,23550.0,1346.35
2026-06-02,23450.0,1425.65
2026-06-02,23400.0,1466.0
2026-06-02,22550.0,2212.5
2026-05-26,27150.0,4.7
2026-05-26,26600.0,10.0
2026-05-26,26250.0,16.8
2026-05-26,26150.0,21.25
2026-05-26,25600.0,52.85
2026-05-26,25250.0,99.55
2026-05-26,24800.0,206.15
2026-05-26,24700.0,240.25
2026-05-26,24550.0,293.1
2026-05-26,23550.0,840.65
2026-05-26,22300.0,1828.0
2026-05-19,26550.0,6.3
2026-05-19,26200.0,11.65
2026-05-19,26150.0,31.8
2026-05-19,26100.0,15.05
2026-05-19,25250.0,75.65
2026-05-19,23300.0,914.6
2026-05-19,22700.0,1372.85
2026-05-19,22400.0,1630.55
2026-05-12,26500.0,4.45
2026-05-12,25600.0,21.2
2026-05-12,25500.0,26.9
2026-05-12,24900.0,97.95
2026-05-12,24350.0,251.5
2026-05-12,23800.0,522.3
2026-05-12,23650.0,987.0
2026-05-12,22850.0,711.05
2026-05-12,22500.0,948.3
2026-05-12,21650.0,1650.15
2026-05-12,21300.0,1974.9
2026-05-05,26400.0,1.35
2026-05-05,26300.0,1.25
2026-05-05,25800.0,4.35
2026-05-05,25500.0,9.8
2026-05-05,23900.0,347.85
2026-05-05,23800.0,406.55
2026-05-05,23700.0,466.1
2026-05-05,23450.0,636.0
2026-05-05,22200.0,1954.95
2026-04-28,27400.0,0.35
2026-04-28,27250.0,0.35
2026-04-28,26750.0,0.5
2026-04-28,26100.0,0.85
2026-04-28,25850.0,0.95
2026-04-28,25500.0,1.9
2026-04-28,25450.0,2.05
2026-04-28,25100.0,4.75
2026-04-28,25050.0,5.4
2026-04-28,24850.0,9.2
2026-04-28,24300.0,50.3
2026-04-28,23600.0,382.05
2026-04-28,23350.0,592.4
2026-04-28,23200.0,740.95
2026-04-28,22900.0,1017.0
2026-04-28,22550.0,1366.75
2026-04-28,20450.0,2343.9
2026-04-28,20300.0,2854.0
2026-04-28,20200.0,3986.0
2026-05-05,20850.0,2248.55
2026-05-05,20700.0,2393.05
2026-04-28,24950.0,6.95
2026-04-28,24400.0,36.5
2026-04-28,24000.0,135.75
2026-04-28,23250.0,681.05
2027-06-29,19500.0,8143.4
2027-06-29,31500.0,769.15
2027-12-28,18000.0,6285.7
2027-12-28,26000.0,2260.0
2028-06-27,16500.0,11752.8
2028-12-26,31500.0,2327.6
2029-06-26,28500.0,4213.3
2029-06-26,31500.0,2878.65
2029-12-24,24000.0,7730.0
2030-06-25,19500.0,11140.25
2026-04-28,22450.0,1514.0
2026-04-28,21700.0,2191.6
2026-04-28,21650.0,2597.95
2026-04-28,21550.0,2463.2
2026-04-28,21050.0,2232.9
2026-04-28,20950.0,2330.05
2030-12-31,31500.0,4554.55
2030-06-25,31500.0,3984.8
2030-06-25,22500.0,9012.4
2026-06-30,26200.0,78.9
2026-06-30,26300.0,67.0
2026-09-29,26000.0,390.55
2026-12-29,25000.0,1228.95
2026-05-05,21950.0,1260.05
2026-05-05,22800.0,1182.65
2026-05-05,24850.0,51.05
2026-05-05,26150.0,1.6
2026-05-05,26200.0,1.4
2026-05-05,26450.0,1.2
2027-06-29,19000.0,7800.0
2027-06-29,16500.0,10867.2
2026-05-12,25950.0,11.35
2026-05-19,22350.0,1675.0
2030-12-31,19500.0,11601.15
2030-06-25,34500.0,2879.05
2030-06-25,33000.0,4416.45
2030-06-25,30000.0,5580.35
2028-12-26,34500.0,1432.8
2028-06-27,18000.0,6809.35
2027-12-28,33000.0,250.0
2027-12-28,25000.0,2848.95
2027-12-28,22500.0,6183.0
2027-06-29,28500.0,1711.9
2027-06-29,18000.0,4066.45
2027-06-29,15000.0,5367.85
2026-12-29,34500.0,89.2
2026-12-29,31500.0,36.5
2026-12-29,28000.0,210.9
2026-12-29,26000.0,744.75
2026-12-29,24000.0,1827.0
2026-12-29,22500.0,3220.0
2026-06-30,34500.0,2.4
2026-06-30,26100.0,89.05
2026-06-30,25400.0,216.45
2026-06-30,25100.0,305.8
2026-06-30,23450.0,1443.35
